  device   |  rows   |   dataset   | relpages | workers |  wm   | eic | nmatches | ndistinct |  caching  |  optimal   | cnt_master |    timing_master     | cnt_p1 |      timing_p1       | cnt_p2 |      timing_p2       | cnt_p3 |      timing_p3       | cnt_p4 |      timing_p4       
 raid-nvme | 1000000 | cyclic      |    41667 |       4 |  4096 |  16 |        4 |       100 | cached-os | bitmapscan |          3 |    5.001333333333333 |      3 |    5.074000000000001 |      3 |                5.065 |      3 |    4.890666666666667 |      3 |                4.925
 data      | 1000000 | linear      |    41667 |       4 |   128 |   0 |       32 |     10000 | cached-os | indexscan  |          3 |   2.0109999999999997 |      3 |   1.9736666666666667 |      3 |   2.0196666666666667 |      3 |   1.9003333333333332 |      3 |                1.969
 raid-nvme | 1000000 | linear      |    41667 |       0 | 65536 |   8 |      128 |     10000 | cached    | indexscan  |          3 |   0.8916666666666666 |      3 |   0.8106666666666666 |      3 |   0.7133333333333333 |      3 |                0.781 |      3 |                0.797
 data      | 1000000 | linear-fuzz |    41667 |       4 |   128 |   8 |       16 |     10000 | cached-os | indexscan  |          3 |   1.4493333333333334 |      3 |   1.4736666666666667 |      3 |   1.4649999999999999 |      3 |   1.3386666666666667 |      3 |   1.3173333333333332
 data      | 1000000 | linear      |    41667 |       0 |   128 |   8 |      512 |     10000 | cached    | indexscan  |          3 |   2.8800000000000003 |      3 |   2.6986666666666665 |      3 |   2.8640000000000003 |      3 |   2.7693333333333334 |      3 |   3.0346666666666664
 raid-nvme | 1000000 | linear-fuzz |    41667 |       4 |  4096 |  16 |      256 |     10000 | cached    | indexscan  |          3 |   2.1329999999999996 |      3 |   2.1140000000000003 |      3 |                1.885 |      3 |   2.0220000000000002 |      3 |                2.002
 raid-nvme | 1000000 | linear      |    41667 |       4 |   128 |   8 |      128 |     10000 | cached-os | indexscan  |          3 |   2.5683333333333334 |      3 |                2.538 |      3 |   2.5403333333333333 |      3 |   2.4573333333333336 |      3 |   2.4236666666666666
 raid-nvme | 1000000 | linear      |    41667 |       0 |   128 |   0 |        8 |     10000 | uncached  | indexscan  |          3 |   0.7156666666666666 |      3 |   0.6733333333333333 |      3 |   0.6229999999999999 |      3 |   0.6046666666666667 |      3 |   0.5800000000000001
 raid-nvme | 1000000 | linear      |    41667 |       4 |  4096 |  32 |       64 |     10000 | cached-os | indexscan  |          3 |   1.0246666666666666 |      3 |   0.9923333333333333 |      3 |                0.987 |      3 |   0.9136666666666667 |      3 |   0.9460000000000001
 data      | 1000000 | linear      |    41667 |       4 |  4096 |  32 |       64 |     10000 | cached-os | indexscan  |          3 |   1.0416666666666667 |      3 |                1.014 |      3 |                1.045 |      3 |   0.9306666666666666 |      3 |   1.0116666666666667
 raid-nvme | 1000000 | cyclic-fuzz |    41667 |       4 |   128 |  16 |        4 |       100 | cached-os | seqscan    |          3 |    5.571000000000001 |      3 |    5.511333333333333 |      3 |    5.636333333333333 |      3 |                 5.46 |      3 |    5.378666666666667
 data      | 1000000 | uniform     |    41667 |       0 |   128 |  16 |       16 |     10000 | cached    | bitmapscan |          3 |                1.317 |      3 |                1.287 |      3 |   1.3593333333333335 |      3 |   1.2053333333333331 |      3 |   1.2086666666666666
 data      | 1000000 | cyclic      |    41667 |       0 | 65536 |   1 |        2 |       100 | cached    | bitmapscan |          3 |                1.922 |      3 |   1.8683333333333334 |      3 |                1.843 |      3 |   1.8096666666666668 |      3 |   1.8216666666666665
 data      | 1000000 | linear-fuzz |    41667 |       0 |  4096 |  32 |        8 |     10000 | cached-os | indexscan  |          3 |   1.2396666666666667 |      3 |                1.244 |      3 |   1.2403333333333333 |      3 |   1.1273333333333333 |      3 |   1.2006666666666665
 raid-nvme | 1000000 | uniform     |    41667 |       0 |  4096 |   1 |        8 |     10000 | cached-os | bitmapscan |          3 |   2.9066666666666667 |      3 |                2.904 |      3 |    2.951333333333333 |      3 |                2.794 |      3 |   2.8526666666666665
 raid-nvme | 1000000 | linear-fuzz |    41667 |       4 |  4096 |  32 |        2 |     10000 | uncached  | indexscan  |          3 |                 1.51 |      3 |   1.5616666666666665 |      3 |   1.6293333333333333 |      3 |   1.3973333333333333 |      3 |   1.3343333333333334
 data      | 1000000 | cyclic-fuzz |    41667 |       4 | 65536 |   1 |       92 |       100 | cached-os | seqscan    |          3 |    72.23066666666666 |      3 |    71.90266666666668 |      3 |    73.29766666666667 |      3 |    72.11766666666666 |      3 |    72.21066666666667
 raid-nvme | 1000000 | cyclic-fuzz |    41667 |       0 | 65536 |   8 |        4 |       100 | cached    | bitmapscan |          3 |                 2.49 |      3 |   2.8843333333333336 |      3 |                2.783 |      3 |    2.376666666666667 |      3 |   2.7183333333333333
 data      | 1000000 | linear      |    41667 |       4 |  4096 |   0 |        2 |     10000 | uncached  | indexscan  |          3 |                0.608 |      3 |   0.6110000000000001 |      3 |                0.455 |      3 |  0.49466666666666664 |      3 |                0.507
 raid-nvme | 1000000 | uniform     |    41667 |       4 |  4096 |  16 |        4 |     10000 | uncached  | bitmapscan |          3 |   3.1916666666666664 |      3 |   2.9973333333333336 |      3 |   3.1759999999999997 |      3 |                3.078 |      3 |   3.1426666666666665
 raid-nvme | 1000000 | linear      |    41667 |       0 |  4096 |   0 |      128 |     10000 | uncached  | indexscan  |          3 |   3.5416666666666665 |      3 |   3.3983333333333334 |      3 |                 3.56 |      3 |   3.4279999999999995 |      3 |                3.419
 raid-nvme | 1000000 | cyclic      |    41667 |       4 |   128 |   0 |       72 |       100 | cached-os | seqscan    |          3 |   50.907999999999994 |      3 |    51.06633333333334 |      3 |    51.09966666666667 |      3 |   50.794000000000004 |      3 |   51.062333333333335
 raid-nvme | 1000000 | linear-fuzz |    41667 |       0 |  4096 |   0 |      512 |     10000 | cached    | indexscan  |          3 |   3.1856666666666666 |      3 |                3.125 |      3 |                 2.84 |      3 |   3.0716666666666668 |      3 |                3.124
 raid-nvme | 1000000 | linear      |    41667 |       0 |  4096 |   1 |       64 |     10000 | cached-os | indexscan  |          3 |   1.0330000000000001 |      3 |   1.0266666666666666 |      3 |   1.0170000000000001 |      3 |   0.9189999999999999 |      3 |   0.9203333333333333
 data      | 1000000 | linear-fuzz |    41667 |       0 | 65536 |   8 |       64 |     10000 | cached    | indexscan  |          3 |   0.8930000000000001 |      3 |   0.9189999999999999 |      3 |   0.8293333333333334 |      3 |   0.7789999999999999 |      3 |   0.7856666666666667
 data      | 1000000 | linear-fuzz |    41667 |       4 |  4096 |   0 |      128 |     10000 | cached-os | indexscan  |          3 |   2.9889999999999994 |      3 |   3.0523333333333333 |      3 |    3.123666666666667 |      3 |   2.8746666666666667 |      3 |   2.8219999999999996
 data      | 1000000 | cyclic-fuzz |    41667 |       0 | 65536 |  16 |        2 |       100 | cached    | bitmapscan |          3 |                2.145 |      3 |   2.1543333333333337 |      3 |   2.1336666666666666 |      3 |    2.030666666666667 |      3 |                2.032
 data      | 1000000 | uniform     |    41667 |       4 | 65536 |  16 |        4 |     10000 | cached-os | bitmapscan |          3 |                 1.82 |      3 |   1.7456666666666667 |      3 |   1.6943333333333335 |      3 |   1.7056666666666667 |      3 |   1.7380000000000002
 raid-nvme | 1000000 | linear-fuzz |    41667 |       0 |   128 |  32 |        8 |     10000 | cached-os | indexscan  |          3 |                1.261 |      3 |   1.2163333333333333 |      3 |                1.231 |      3 |   1.1466666666666665 |      3 |                1.129
 raid-nvme | 1000000 | linear-fuzz |    41667 |       4 |  4096 |   1 |       32 |     10000 | cached    | indexscan  |          3 |   0.6226666666666666 |      3 |   0.6156666666666667 |      3 |                0.614 |      3 |                0.508 |      3 |                0.566
 data      | 1000000 | linear      |    41667 |       0 |  4096 |  16 |       64 |     10000 | cached-os | indexscan  |          3 |   1.0426666666666666 |      3 |   1.0386666666666666 |      3 |   1.0566666666666666 |      3 |   0.9279999999999999 |      3 |   0.9356666666666666
 raid-nvme | 1000000 | linear      |    41667 |       4 | 65536 |   0 |        4 |     10000 | uncached  | indexscan  |          3 |                0.641 |      3 |   0.6473333333333332 |      3 |                0.561 |      3 |                0.526 |      3 |   0.5373333333333333
 raid-nvme | 1000000 | cyclic-fuzz |    41667 |       4 |  4096 |   1 |        2 |       100 | cached    | bitmapscan |          3 |   2.1593333333333335 |      3 |                2.276 |      3 |   2.2913333333333328 |      3 |                2.044 |      3 |   2.0079999999999996
 data      | 1000000 | uniform     |    41667 |       4 |  4096 |   0 |       16 |     10000 | cached-os | bitmapscan |          3 |    4.949666666666666 |      3 |    5.332666666666666 |      3 |                4.884 |      3 |   4.8340000000000005 |      3 |    5.249333333333333
 data      | 1000000 | uniform     |    41667 |       4 |   128 |  32 |        8 |     10000 | cached    | bitmapscan |          3 |   0.6613333333333334 |      3 |   0.6876666666666665 |      3 |   0.6983333333333333 |      3 |   0.5456666666666666 |      3 |   0.6689999999999999
 data      | 1000000 | cyclic      |    41667 |       4 |   128 |   1 |        2 |       100 | cached-os | seqscan    |          3 |    3.956666666666667 |      3 |                3.967 |      3 |                4.005 |      3 |   3.8409999999999997 |      3 |   3.9056666666666664
 data      | 1000000 | uniform     |    41667 |       0 |  4096 |   0 |       16 |     10000 | cached    | bitmapscan |          3 |   1.3463333333333332 |      3 |                1.228 |      3 |   1.2906666666666666 |      3 |   1.2303333333333333 |      3 |   1.2186666666666666
 raid-nvme | 1000000 | linear-fuzz |    41667 |       4 | 65536 |   8 |      256 |     10000 | cached    | indexscan  |          3 |    2.134333333333333 |      3 |                2.158 |      3 |    2.236666666666667 |      3 |    2.017333333333333 |      3 |   1.9969999999999999
 raid-nvme | 1000000 | cyclic      |    41667 |       4 | 65536 |   0 |        4 |       100 | cached-os | bitmapscan |          3 |    4.924333333333333 |      3 |                4.885 |      3 |                 4.95 |      3 |                4.807 |      3 |   4.8116666666666665
 data      | 1000000 | linear-fuzz |    41667 |       4 |  4096 |   0 |       64 |     10000 | cached-os | indexscan  |          3 |                2.108 |      3 |   2.1016666666666666 |      3 |    2.151666666666667 |      3 |   1.9906666666666668 |      3 |   2.0446666666666666
 raid-nvme | 1000000 | linear      |    41667 |       4 |   128 |   8 |       32 |     10000 | cached-os | indexscan  |          3 |                1.987 |      3 |   1.8163333333333334 |      3 |   1.9910000000000003 |      3 |   1.8696666666666666 |      3 |   1.8533333333333333
 raid-nvme | 1000000 | linear-fuzz |    41667 |       4 |  4096 |   8 |      256 |     10000 | cached    | indexscan  |          3 |                2.123 |      3 |    2.150333333333333 |      3 |   1.8630000000000002 |      3 |    2.005333333333333 |      3 |   2.0709999999999997
 raid-nvme | 1000000 | linear-fuzz |    41667 |       4 | 65536 |   8 |       32 |     10000 | cached    | indexscan  |          3 |                0.694 |      3 |                  0.6 |      3 |                0.608 |      3 |   0.5760000000000001 |      3 |   0.5923333333333333
 data      | 1000000 | linear      |    41667 |       4 |   128 |   0 |       32 |     10000 | uncached  | indexscan  |          3 |   2.4876666666666667 |      3 |   2.7716666666666665 |      3 |                2.557 |      3 |    2.369666666666667 |      3 |   2.2996666666666665
 raid-nvme | 1000000 | linear      |    41667 |       0 | 65536 |  16 |       64 |     10000 | cached-os | indexscan  |          3 |                1.055 |      3 |   1.0273333333333332 |      3 |                1.046 |      3 |   0.9369999999999999 |      3 |   0.9256666666666667
 raid-nvme | 1000000 | cyclic-fuzz |    41667 |       4 | 65536 |  32 |        8 |       100 | cached-os | bitmapscan |          3 |    8.216666666666667 |      3 |                8.244 |      3 |    8.131666666666666 |      3 |    8.098333333333334 |      3 |    7.695666666666667
 raid-nvme | 1000000 | linear      |    41667 |       4 |  4096 |  32 |      128 |     10000 | cached    | indexscan  |          3 |   0.9079999999999999 |      3 |   0.7953333333333333 |      3 |   0.7943333333333333 |      3 |   0.7893333333333334 |      3 |   0.8173333333333334
 raid-nvme | 1000000 | linear      |    41667 |       0 | 65536 |   0 |        8 |     10000 | uncached  | indexscan  |          3 |   0.6736666666666666 |      3 |   0.7033333333333333 |      3 |                0.714 |      3 |                0.555 |      3 |   0.6303333333333333
 data      | 1000000 | linear-fuzz |    41667 |       4 | 65536 |  16 |       64 |     10000 | cached-os | indexscan  |          3 |   2.2496666666666667 |      3 |   2.2723333333333335 |      3 |   2.3080000000000003 |      3 |                2.131 |      3 |    1.984333333333333
